ID,Incident Date,District,Bias Code,Bias Code_2,Bias,Status,# of Victims,Victim Type,# of Suspects,# Suspects < 18 of age,# Suspects 18-35 of age,# Suspects 36-45 of age,# Suspects 46-55 of age,# Suspects > 55 of age,Suspect Known/Unknown
200023743,6/17/2020,6D,Anti-Multi-Racial,,Vandalism,Open,,Society,,,,,,,Unknown
200023370,6/14/2020,4D,Anti-Black,,Assault (simple),Open,1,Individual(s),1,,,,,,Unknown
200023220,6/13/2020,2D,Anti-Black,,Vandalism,Closed-Arrest,,School/College,3,2,1,,,,Known
200023881,6/18/2020,6D,Anti-Black,,Written Intimidation/Simple Assault,N/A,,Society,1,1,,,,,Known
200022158,6/3/2020,3D,Anti-Black,,Written Intimidation/Simple Assault,N/A,1,Individual(s),1,1,,,,,Known
200022595,6/8/2020,6D,Anti-Black,,Vandalism,Open,1,Individual(s),,,,,,,Unknown
200024002,6/19/2020,5D,Anti-Multi-Racial,,Vandalism,Open,,Business/Financial Institution,,,,,,,Unknown
200010306,3/1/2020,2D,Anti-Black,,Vandalism,Open,,School/College,1,1,,,,,Known
200025151,6/28/2020,4D,Anti-Other Christian,Anti-Black,Verbal Intimidation/Simple Assault,Open,,Religious Organization,,,,,,,Unknown
200024294,6/21/2020,6D,Anti-White,,Assault (simple),Open,1,Individual(s),1,,,,,,Unknown
200025065,6/27/2020,5D,Anti-Hispanic,,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,,1,,,,Known
200021753,5/29/2020,2D,Anti-Asian,,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,,,,,1,Known
200025560,7/1/2020,4D,Anti-Black,,Other,N/A,1,Individual(s),,,,,,,Unknown
200026050,7/5/2020,RCPD,Anti-Multi-Racial,,Vandalism,Open,,Society,,,,,,,Unknown
200026919,7/11/2020,GCPD,Anti-Jewish,,Vandalism,Open,,Society,,,,,,,Unknown
200027331,7/14/2020,4D,Anti-Jewish,,Vandalism,Open,,School/College,,,,,,,Unknown
200026840,7/10/2020,6D,Anti-Other Ethnicity,,Assault (simple),Open,1,Individual(s),1,,,,,1,Known
200027636,7/16/2020,GCPD,Anti-Multi-Racial,,Vandalism,Open,,Society,,,,,,,Unknown
200026933,7/11/2020,RCPD,Anti-Black,,Vandalism,Open,1,Individual(s),,,,-1,,,Unknown
200027568,7/15/2020,3D,Anti-Black,,Written Intimidation/Simple Assault,Open,1,Individual(s),,,,,,,Unknown
200031285,8/11/2020,5D,Anti-White,,Assault (physical),Open,1,Individual(s),4,,,,,,Unknown
200031359,8/12/2020,4D,Anti-Black,,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,,,,,1,Known
200032313,8/18/2020,5D,Anti-Asian,,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,,,,,,Unknown
200030868,8/8/2020,2D,Anti-Jewish,,Written Intimidation/Simple Assault,N/A,0,Society,,,,,,,Unknown
200031354,8/11/2020,5D,Anti-Homosexual,,Vandalism,Open,,School/College,,,,,,,Unknown
200031255,8/11/2020,4D,Anti-Black,,Written Intimidation/Simple Assault,N/A,1,Individual(s),,,,,,,Unknown
200032800,8/22/2020,5D,Anti-Hispanic,,Assault (physical),Open,2,Individual(s),1,,,,1,,Known
200033310,8/25/2020,4D,Anti-Homosexual,,Other,N/A,1,Individual(s),,,,,,,Unknown
200032905,8/23/2020,4D,Anti-Black,Anti-Homosexual,Vandalism,Open,,School/College,2,,,,,,Unknown
200033474,8/27/2020,3D,Anti-White,Anti-Black,Written Intimidation/Simple Assault,Open,,Business/Financial Institution,,,,,,,Unknown
200033347,8/26/2020,5D,Anti-Asian,,Verbal Intimidation/Simple Assault,Inactive,1,Individual(s),1,,,,,,Known
200033510,8/27/2020,1D,Anti-Black,,Written Intimidation/Simple Assault,Open,1,Individual(s),,,,,,,Unknown
200035694,9/11/2020,6D,Anti-Multi-Racial,,Verbal Intimidation/Simple Assault,N/A,,Business/Financial Institution,1,,,,,,
200034523,9/3/2020,5D,Anti-Asian,,Assault (simple),Closed-Arrest,1,Individual(s),1,,,,,,Known
200035435,9/9/2020,4D,Anti-Hispanic,,Assault (physical),Open,1,Individual(s),1,,,,,,Unknown
200034267,9/1/2020,4D,Anti-Black,,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,,,,,,Unknown
200035879,9/13/2020,6D,Anti-Multi-Racial,Anti-Jewish,Vandalism,Open,,Society,,,,,,,Unknown
200037324,9/1/2020,1D,Anti-Black,,Verbal Intimidation/Simple Assault,N/A,,School/College,,,,,,,Unknown
200036770,9/19/2020,2D,Anti-Jewish,,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,,1,,,,Known
200033465,8/27/2020,3D,Anti-White,Anti-Black,Written Intimidation/Simple Assault,UNF,2,Business/Financial Institution,,,,,,,Unknown
200034491,9/4/2020,3D,Anti-Jewish,,Other,N/A,1,Individual(s),,,,,,,Unknown
200038765,10/1/2020,4D,Anti-Black,,Written Intimidation/Simple Assault,N/A,,Society,,,,,,,Unknown
200040560,10/14/2020,5D,Anti-Black,Anti-Homosexual,Assault (simple),Closed-Arrest,1,Individual(s),1,1,,,,,Known
200040555,10/14/2020,2D,Anti-Black,,Display of Noose,Open,,School/College,2,,,,,,Unknown
200040693,10/16/2020,4D,Anti-Homosexual,,Physical Intimidation/Simple Assault,Open,1,Individual(s),1,,,,,,Unknown
200042228,10/26/2020,3D,Anti-Homosexual,,Written Intimidation/Simple Assault,N/A,1,Individual(s),,,,,,,Unknown
200039661,10/8/2020,5D,Anti-White,,Vandalism,Open,1,Individual(s),1,,,,,,Known
200039089,10/4/2020,3D,Anti-Jewish,,Verbal Intimidation/Simple Assault,N/A,,Religious Organization,,,,,,,Unknown
200044170,11/9/2020,RCPD,Anti-Black,,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),,,,,,,Unknown
200043449,11/3/2020,2D,Anti-Jewish,,Vandalism,N/A,1,Individual(s),,,,,,,Unknown
200044534,11/9/2020,2D,Anti-Jewish,Anti-Black,Vandalism,Open,,School/College,2,,,,,,Unknown
200045948,11/20/2020,6D,Anti-Homosexual,,Assault (physical),Open,1,Individual(s),2,,,,,,
200044976,11/14/2020,5D,Anti-White,,Assault (simple),Open,2,Individual(s),1,,,,,,Unknown
200046728,11/26/2020,6D,Anti-Black,,Assault (simple),Open,1,Individual(s),1,,,,,,Unknown
200046805,11/27/2020,1D,Anti-Transgender,,Written Intimidation/Simple Assault,Open,1,Individual(s),1,1,,,,,Unknown
200045586,11/18/2020,2D,Anti-Jewish,,Vandalism,Open,1,Individual(s),,,,,,,Unknown
200046789,11/27/2020,1D,Anti-Jewish,,Vandalism,Open,1,Individual(s),,,,,,,Unknown
200045934,11/20/2020,1D,Anti-Jewish,,Verbal Intimidation/Simple Assault,Open,0,Religious Organization,,,,,,,Unknown
200047241,11/30/2020,6D,Anti-Asian,,Verbal Intimidation/Simple Assault,Open,,Business/Financial Institution,1,,,,,,Unknown
200046530,11/25/2020,3D,Anti-Arab,,Verbal Intimidation/Simple Assault,Open,2,Individual(s),3,,,,,,Unknown
